City,Operational Management Area,Store serial number,Department code,Store name,Checklist number,Check category,Check items,Opportunity point description,Label,Opportunity point value,Deduction type,Check route,checker,Checker position,Voiding Approval Position,Voiding Submission Time,Voiding Approval Time,Report score,Store level,Check date,Check report generation time,Module_CN,Severity_Code,Severity_CN,Severity_Level,Month
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1008,Store food safety self-check,Check: Avoidance of Falling Foreign Objects compliance requirement,Food item past expiration date found in storage area,Avoidance of Falling Foreign Objects,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,80,Pickup,2026-02-01,2026-02-01 10:47:00,食品加工区域,L,L项,轻微项,2026-02
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1008,Store food safety self-check,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Chemical storage area not properly labeled,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,0,Other,On-site check,Chen Yu,QA Inspector,,,,80,Pickup,2026-02-01,2026-02-01 10:47:00,温控管理,O,其他,其他,2026-02
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1008,Store food safety self-check,Check: Unqualified Goods compliance requirement,Temperature log not completed for refrigerator,Unqualified Goods,0,Other,On-site check,Chen Yu,QA Inspector,,,,80,Pickup,2026-02-01,2026-02-01 10:47:00,储存管理,O,其他,其他,2026-02
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1008,Store food safety self-check,Check: Disposable Gloves and Blue Bandages compliance requirement,"Trash can lid broken, needs repair",Disposable Gloves and Blue Bandages,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,80,Pickup,2026-02-01,2026-02-01 10:47:00,清洁消毒,L,L项,轻微项,2026-02
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1008,Store food safety self-check,Check: Lights compliance requirement,Gloves not worn during food preparation,Lights,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,80,Pickup,2026-02-01,2026-02-01 10:47:00,环境与客区,L,L项,轻微项,2026-02
New York City,Area 2,US00005,LKUS00000005,Midtown East,CK-2026-1008,Store food safety self-check,Check: Potable Water Supply is Adequate compliance requirement,Food storage containers not labeled with date,Potable Water Supply is Adequate,-2,General,On-site check,Chen Yu,QA Inspector,,,,80,Pickup,2026-02-01,2026-02-01 10:47:00,水务与管道,G,G项,一般项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Expiration Date compliance requirement,Water filter replacement date overdue,Expiration Date,-1,Slight,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,有效期管理,L,L项,轻微项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Avoidance of Falling Foreign Objects compliance requirement,"Trash can lid broken, needs repair",Avoidance of Falling Foreign Objects,-2,General,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,食品加工区域,G,G项,一般项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Customer Area compliance requirement,Pest trap not checked in the last 30 days,Customer Area,-1,Slight,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,环境与客区,L,L项,轻微项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Trash Cans compliance requirement,Chemical storage area not properly labeled,Trash Cans,-1,Slight,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,环境与客区,L,L项,轻微项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Potable Water Supply is Adequate compliance requirement,Water filter replacement date overdue,Potable Water Supply is Adequate,-2,General,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,水务与管道,G,G项,一般项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Grease trap not cleaned on schedule,Insect Pest Control Facilities & Suppliers,-2,General,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,虫害防控,G,G项,一般项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Licenses and certificates compliance requirement,No air gap in plumbing under sink,Licenses and certificates,-1,Slight,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,证照与规范,L,L项,轻微项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Operating Specifications compliance requirement,Handwashing station missing soap,Operating Specifications,0,Other,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,证照与规范,O,其他,其他,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Handwashing station missing soap,Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,虫害防控,L,L项,轻微项,2026-02
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1009,Area food safety Check,Check: Water Filtration Device compliance requirement,Pest trap not checked in the last 30 days,Water Filtration Device,-1,Slight,On-site check,Li Ming,QA Inspector,,,,91,Relax,2026-02-12,2026-02-12 14:04:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1010,Store food safety self-check,Check: License Documents compliance requirement,Gloves not worn during food preparation,License Documents,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,97,Pickup,2026-02-08,2026-02-08 15:39:00,证照与规范,L,L项,轻微项,2026-02
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1010,Store food safety self-check,Check: Requirements compliance requirement,Food item past expiration date found in storage area,Requirements,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,97,Pickup,2026-02-08,2026-02-08 15:39:00,证照与规范,L,L项,轻微项,2026-02
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1010,Store food safety self-check,Check: Disposable Gloves and Blue Bandages compliance requirement,Chemical storage area not properly labeled,Disposable Gloves and Blue Bandages,0,Other,On-site check,Zhang Wei,QA Inspector,,,,97,Pickup,2026-02-08,2026-02-08 15:39:00,清洁消毒,O,其他,其他,2026-02
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1010,Store food safety self-check,Check: Workplace Safety compliance requirement,Floor not clean under the sink area,Workplace Safety,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,97,Pickup,2026-02-08,2026-02-08 15:39:00,环境与客区,L,L项,轻微项,2026-02
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1010,Store food safety self-check,Check: License Documents compliance requirement,No air gap in plumbing under sink,License Documents,-2,General,On-site check,Zhang Wei,QA Inspector,,,,97,Pickup,2026-02-08,2026-02-08 15:39:00,证照与规范,G,G项,一般项,2026-02
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1010,Store food safety self-check,Check: No pests enter compliance requirement,Temperature of freezer above acceptable range,No pests enter,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,97,Pickup,2026-02-08,2026-02-08 15:39:00,虫害防控,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Grease traps&Residue traps&Sewer lines compliance requirement,Employee health certificate expired,Grease traps&Residue traps&Sewer lines,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Grease traps&Residue traps&Sewer lines compliance requirement,Employee health certificate expired,Grease traps&Residue traps&Sewer lines,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Grease traps&Residue traps&Sewer lines compliance requirement,Equipment not properly maintained - ice machine leaking,Grease traps&Residue traps&Sewer lines,-2,General,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,水务与管道,G,G项,一般项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Pest trap not checked in the last 30 days,Material Storage Location Specification,-2,General,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,储存管理,G,G项,一般项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Procedures for Cleaning and Disinfection compliance requirement,Food items stored directly on floor,Procedures for Cleaning and Disinfection,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,清洁消毒,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: License Documents compliance requirement,Food storage containers not labeled with date,License Documents,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,证照与规范,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Chemical Mark/Storage compliance requirement,Personal items in food preparation area,Chemical Mark/Storage,0,Other,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,化学品管理,O,其他,其他,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1011,Area food safety Check,Check: Chemical Mark/Storage compliance requirement,Water filter replacement date overdue,Chemical Mark/Storage,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,78,Pickup,2026-02-06,2026-02-06 15:28:00,化学品管理,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: Requirements compliance requirement,Light fixture damaged in food prep area,Requirements,-2,General,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,证照与规范,G,G项,一般项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: Storage/Maintenance of Utensils compliance requirement,Chemical storage area not properly labeled,Storage/Maintenance of Utensils,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,设备与工具,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: License Documents compliance requirement,Gloves not worn during food preparation,License Documents,0,Other,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,证照与规范,O,其他,其他,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: Unqualified Goods compliance requirement,Handwashing station missing soap,Unqualified Goods,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,储存管理,L,L项,轻微项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: Lights compliance requirement,Chemical storage area not properly labeled,Lights,-2,General,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,环境与客区,G,G项,一般项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: Facility Inspection and Maintenance compliance requirement,Pest trap not checked in the last 30 days,Facility Inspection and Maintenance,-2,General,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,设备与工具,G,G项,一般项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: License Documents compliance requirement,Cross contamination risk: raw and cooked food stored together,License Documents,-2,General,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,证照与规范,G,G项,一般项,2026-02
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1012,Store food safety audit,Check: Trash Cans compliance requirement,Light fixture damaged in food prep area,Trash Cans,-2,General,On-site check,Chen Yu,QA Inspector,,,,89,Pickup,2026-02-18,2026-02-18 16:51:00,环境与客区,G,G项,一般项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Equipment Inspection and Maintenance compliance requirement,Pest trap not checked in the last 30 days,Equipment Inspection and Maintenance,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,设备与工具,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Storage/Maintenance of Utensils compliance requirement,Equipment not properly maintained - ice machine leaking,Storage/Maintenance of Utensils,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,设备与工具,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Operating Specifications compliance requirement,Grease trap not cleaned on schedule,Operating Specifications,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,证照与规范,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Water Sinks & Pipes compliance requirement,Temperature of freezer above acceptable range,Water Sinks & Pipes,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Government inspection compliance requirement,Chemical storage area not properly labeled,Government inspection,0,Other,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,证照与规范,O,其他,其他,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: No Sign of Insect Pests compliance requirement,Water filter replacement date overdue,No Sign of Insect Pests,-2,General,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,虫害防控,G,G项,一般项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Potable Water Supply is Adequate compliance requirement,Gloves not worn during food preparation,Potable Water Supply is Adequate,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Food Processing Area compliance requirement,Floor not clean under the sink area,Food Processing Area,-2,General,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,食品加工区域,G,G项,一般项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: No Sign of Insect Pests compliance requirement,Personal items in food preparation area,No Sign of Insect Pests,0,Other,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,虫害防控,O,其他,其他,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Equipment Inspection and Maintenance compliance requirement,Operating license not displayed visibly,Equipment Inspection and Maintenance,-2,General,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,设备与工具,G,G项,一般项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Procedures for Cleaning and Disinfection compliance requirement,Food item past expiration date found in storage area,Procedures for Cleaning and Disinfection,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,清洁消毒,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Trash Cans compliance requirement,Food storage containers not labeled with date,Trash Cans,0,Other,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,环境与客区,O,其他,其他,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Employees' Health compliance requirement,Equipment not properly maintained - ice machine leaking,Employees' Health,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,人员卫生,L,L项,轻微项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Lights compliance requirement,Temperature of freezer above acceptable range,Lights,-2,General,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,环境与客区,G,G项,一般项,2026-02
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1013,Area food safety Check,Check: Personal certificate compliance requirement,Food storage containers not labeled with date,Personal certificate,0,Other,On-site check,Zhang Wei,QA Inspector,,,,72,Relax,2026-02-12,2026-02-12 11:41:00,人员卫生,O,其他,其他,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Water Filtration Device compliance requirement,"Trash can lid broken, needs repair",Water Filtration Device,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Storage/Maintenance of Utensils compliance requirement,Chemical storage area not properly labeled,Storage/Maintenance of Utensils,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,设备与工具,L,L项,轻微项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Requirements compliance requirement,"Trash can lid broken, needs repair",Requirements,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,证照与规范,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Grease traps&Residue traps&Sewer lines compliance requirement,Food items stored directly on floor,Grease traps&Residue traps&Sewer lines,0,Other,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,水务与管道,O,其他,其他,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Equipment and Food Processing Utensils compliance requirement,Handwashing station missing soap,Equipment and Food Processing Utensils,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,设备与工具,L,L项,轻微项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Water Filtration Device compliance requirement,Food items stored directly on floor,Water Filtration Device,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Water Filtration Device compliance requirement,Grease trap not cleaned on schedule,Water Filtration Device,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,水务与管道,L,L项,轻微项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Storage/Maintenance of Utensils compliance requirement,Gloves not worn during food preparation,Storage/Maintenance of Utensils,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,设备与工具,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Water Filtration Device compliance requirement,Light fixture damaged in food prep area,Water Filtration Device,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,水务与管道,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: No pests enter compliance requirement,Food items stored directly on floor,No pests enter,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,虫害防控,L,L项,轻微项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: Food compliance requirement,Cross contamination risk: raw and cooked food stored together,Food,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,有效期管理,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1014,Store food safety audit,Check: No Sign of Insect Pests compliance requirement,Pest trap not checked in the last 30 days,No Sign of Insect Pests,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Pickup,2026-02-27,2026-02-27 09:17:00,虫害防控,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: Food Processing Area compliance requirement,Cross contamination risk: raw and cooked food stored together,Food Processing Area,-2,General,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,食品加工区域,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: Unqualified Goods compliance requirement,Floor not clean under the sink area,Unqualified Goods,0,Other,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,储存管理,O,其他,其他,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: Food Processing Area compliance requirement,Chemical storage area not properly labeled,Food Processing Area,-2,General,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,食品加工区域,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: No Sign of Insect Pests compliance requirement,Cross contamination risk: raw and cooked food stored together,No Sign of Insect Pests,-5,Key,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,虫害防控,S,S项,关键项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: Equipment Inspection and Maintenance compliance requirement,Equipment not properly maintained - ice machine leaking,Equipment Inspection and Maintenance,0,Other,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,设备与工具,O,其他,其他,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: Requirements compliance requirement,Personal items in food preparation area,Requirements,-2,General,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,证照与规范,G,G项,一般项,2026-02
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1015,Store food safety audit,Check: Insect Pest Control Facilities & Suppliers compliance requirement,"Trash can lid broken, needs repair",Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,92,Pickup,2026-02-24,2026-02-24 16:48:00,虫害防控,L,L项,轻微项,2026-02
New York City,Area 1,US00001,LKUS00000001,Times Square,CK-2026-1016,Store food safety self-check,Check: Customer Area compliance requirement,Equipment not properly maintained - ice machine leaking,Customer Area,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,96,Pickup,2026-03-28,2026-03-28 15:07:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 1,US00001,LKUS00000001,Times Square,CK-2026-1016,Store food safety self-check,Check: Material Storage Location Specification compliance requirement,Handwashing station missing soap,Material Storage Location Specification,0,Other,On-site check,Wang Fang,QA Inspector,,,,96,Pickup,2026-03-28,2026-03-28 15:07:00,储存管理,O,其他,其他,2026-03
New York City,Area 1,US00001,LKUS00000001,Times Square,CK-2026-1016,Store food safety self-check,Check: Water Filtration Device compliance requirement,Temperature of freezer above acceptable range,Water Filtration Device,-2,General,On-site check,Wang Fang,QA Inspector,,,,96,Pickup,2026-03-28,2026-03-28 15:07:00,水务与管道,G,G项,一般项,2026-03
New York City,Area 1,US00001,LKUS00000001,Times Square,CK-2026-1016,Store food safety self-check,Check: Government inspection compliance requirement,No air gap in plumbing under sink,Government inspection,0,Other,On-site check,Wang Fang,QA Inspector,,,,96,Pickup,2026-03-28,2026-03-28 15:07:00,证照与规范,O,其他,其他,2026-03
New York City,Area 1,US00001,LKUS00000001,Times Square,CK-2026-1016,Store food safety self-check,Check: Chemical Mark/Storage compliance requirement,Water filter replacement date overdue,Chemical Mark/Storage,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,96,Pickup,2026-03-28,2026-03-28 15:07:00,化学品管理,L,L项,轻微项,2026-03
New York City,Area 1,US00001,LKUS00000001,Times Square,CK-2026-1016,Store food safety self-check,Check: Unqualified Goods compliance requirement,Personal items in food preparation area,Unqualified Goods,0,Other,On-site check,Wang Fang,QA Inspector,,,,96,Pickup,2026-03-28,2026-03-28 15:07:00,储存管理,O,其他,其他,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Handwashing Standards compliance requirement,Food items stored directly on floor,Handwashing Standards,-2,General,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,清洁消毒,G,G项,一般项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Procedures for Cleaning and Disinfection compliance requirement,Grease trap not cleaned on schedule,Procedures for Cleaning and Disinfection,-2,General,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,清洁消毒,G,G项,一般项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Government inspection compliance requirement,Employee health certificate expired,Government inspection,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Handwashing station missing soap,Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 1,US00002,LKUS00000002,Herald Square,CK-2026-1017,Area food safety Check,Check: Cross Contamination compliance requirement,Food storage containers not labeled with date,Cross Contamination,0,Other,On-site check,Zhang Wei,QA Inspector,,,,76,Relax,2026-03-25,2026-03-25 11:40:00,食品加工区域,O,其他,其他,2026-03
